iter	Passed	Remaining
776	1534	1428
777	1536	1426
778	1539	1424
779	1541	1422
780	1542	1420
781	1544	1418
782	1546	1416
783	1548	1414
784	1550	1412
785	1552	1410
786	1554	1408
787	1556	1406
788	1558	1404
789	1560	1402
790	1562	1400
791	1564	1398
792	1566	1396
793	1568	1394
794	1570	1392
795	1572	1390
796	1574	1388
797	1576	1386
798	1578	1384
799	1580	1382
800	1582	1381
801	1584	1379
802	1586	1377
803	1588	1375
804	1590	1373
805	1592	1371
806	1594	1369
807	1596	1367
808	1598	1365
809	1600	1363
810	1602	1361
811	1604	1359
812	1606	1357
813	1608	1355
814	1610	1353
815	1612	1351
816	1614	1349
817	1616	1347
818	1618	1346
819	1620	1343
820	1622	1341
821	1624	1340
822	1626	1338
823	1628	1336
824	1630	1334
825	1632	1332
826	1634	1330
827	1636	1328
828	1638	1326
829	1640	1324
830	1642	1322
831	1644	1320
832	1646	1318
833	1648	1316
834	1650	1314
835	1652	1312
836	1654	1310
837	1656	1308
838	1658	1306
839	1660	1304
840	1662	1302
841	1664	1300
842	1666	1298
843	1667	1296
844	1669	1294
845	1671	1292
846	1673	1290
847	1675	1288
848	1677	1286
849	1679	1284
850	1681	1282
851	1683	1280
852	1685	1278
853	1688	1276
854	1690	1275
855	1692	1273
856	1694	1271
857	1696	1269
858	1698	1267
859	1700	1265
860	1701	1263
861	1703	1261
862	1706	1259
863	1708	1257
864	1710	1255
865	1712	1253
866	1714	1251
867	1716	1250
868	1719	1248
869	1721	1246
870	1723	1244
871	1726	1243
872	1728	1241
873	1730	1239
874	1732	1237
875	1734	1235
876	1736	1233
877	1738	1231
878	1740	1229
879	1743	1228
880	1745	1226
881	1747	1224
882	1749	1222
883	1751	1220
884	1754	1218
885	1756	1217
886	1758	1215
887	1760	1213
888	1762	1211
889	1764	1209
890	1766	1207
891	1768	1205
892	1770	1203
893	1772	1201
894	1774	1199
895	1776	1197
896	1778	1195
897	1780	1193
898	1782	1191
899	1784	1189
900	1786	1187
901	1788	1185
902	1790	1183
903	1792	1181
904	1794	1179
905	1796	1177
906	1798	1175
907	1800	1173
908	1802	1171
909	1804	1169
910	1806	1167
911	1807	1165
912	1809	1163
913	1811	1161
914	1813	1159
915	1815	1157
916	1817	1155
917	1819	1153
918	1821	1151
919	1823	1149
920	1825	1147
921	1827	1145
922	1829	1143
923	1831	1141
924	1833	1139
925	1834	1137
926	1837	1135
927	1839	1133
928	1841	1131
929	1843	1129
930	1845	1127
931	1847	1125
932	1849	1123
933	1850	1121
934	1853	1119
935	1854	1117
936	1857	1115
937	1859	1113
938	1861	1111
939	1862	1109
940	1864	1107
941	1866	1105
942	1868	1103
943	1870	1101
944	1873	1100
945	1875	1098
946	1877	1096
947	1879	1094
948	1881	1092
949	1883	1090
950	1885	1088
951	1887	1086
952	1889	1084
953	1891	1082
954	1893	1080
955	1895	1078
956	1897	1076
957	1899	1074
958	1901	1072
959	1903	1070
960	1905	1068
961	1907	1066
962	1909	1064
963	1911	1062
964	1913	1060
965	1915	1058
966	1917	1056
967	1919	1054
968	1921	1052
969	1923	1050
970	1925	1048
971	1927	1046
972	1929	1044
973	1931	1042
974	1933	1040
975	1934	1038
976	1936	1036
977	1938	1034
978	1940	1032
979	1942	1030
980	1944	1028
981	1946	1026
982	1949	1025
983	1951	1023
984	1953	1021
985	1955	1019
986	1956	1017
987	1958	1015
988	1960	1013
989	1963	1011
990	1965	1009
991	1968	1007
992	1970	1005
993	1972	1003
994	1974	1001
995	1976	999
996	1978	998
997	1980	996
998	1982	994
999	1985	992
1000	1987	990
1001	1989	988
1002	1991	986
1003	1993	984
1004	1995	982
1005	1997	980
1006	1999	978
1007	2000	976
1008	2002	974
1009	2004	972
1010	2006	970
1011	2008	968
1012	2010	966
1013	2012	964
1014	2015	962
1015	2017	960
1016	2019	958
1017	2020	956
1018	2022	954
1019	2024	952
1020	2026	950
1021	2028	948
1022	2030	946
1023	2032	944
1024	2034	942
1025	2036	940
1026	2038	938
1027	2040	936
1028	2042	934
1029	2044	932
1030	2046	930
1031	2048	928
1032	2050	926
1033	2052	925
1034	2054	922
1035	2056	921
1036	2058	919
1037	2060	917
1038	2062	915
1039	2064	913
1040	2066	911
1041	2068	909
1042	2070	907
1043	2072	905
1044	2074	903
1045	2076	901
1046	2078	899
1047	2080	897
1048	2082	895
1049	2084	893
1050	2086	891
1051	2088	889
1052	2090	887
1053	2092	885
1054	2094	883
1055	2096	881
1056	2098	879
1057	2100	877
1058	2102	875
1059	2104	873
1060	2106	871
1061	2108	869
1062	2110	867
1063	2112	865
1064	2114	863
1065	2116	861
1066	2118	859
1067	2120	857
1068	2122	855
1069	2124	853
1070	2126	851
1071	2128	849
1072	2130	847
1073	2132	845
1074	2134	843
1075	2136	842
1076	2138	840
1077	2140	837
1078	2142	835
1079	2144	833
1080	2146	831
1081	2148	830
1082	2150	828
1083	2152	826
1084	2154	824
1085	2156	822
1086	2158	820
1087	2160	818
1088	2162	816
1089	2164	814
1090	2166	812
1091	2168	810
1092	2170	808
1093	2172	806
1094	2174	804
1095	2176	802
1096	2179	800
1097	2181	798
1098	2183	796
1099	2185	794
1100	2187	792
1101	2189	790
1102	2191	788
1103	2193	786
1104	2195	784
1105	2197	782
1106	2198	780
1107	2201	778
1108	2202	776
1109	2204	774
1110	2206	772
1111	2209	770
1112	2211	768
1113	2213	766
1114	2215	764
1115	2217	762
1116	2219	760
1117	2221	758
1118	2223	756
1119	2225	755
1120	2227	753
1121	2229	751
1122	2231	749
1123	2233	747
1124	2235	745
1125	2237	743
1126	2239	741
1127	2241	739
1128	2243	737
1129	2245	735
1130	2247	733
1131	2249	731
1132	2251	729
1133	2253	727
1134	2255	725
1135	2257	723
1136	2259	721
1137	2261	719
1138	2263	717
1139	2265	715
1140	2267	713
1141	2269	711
1142	2271	709
1143	2273	707
1144	2275	705
1145	2277	703
1146	2279	701
1147	2281	699
1148	2283	697
1149	2285	695
1150	2287	693
1151	2289	691
1152	2291	689
1153	2293	687
1154	2294	685
1155	2296	683
1156	2298	681
1157	2300	679
1158	2302	677
1159	2304	675
1160	2306	673
1161	2308	671
1162	2310	669
1163	2312	667
1164	2314	665
1165	2316	663
1166	2319	661
1167	2320	659
1168	2322	657
1169	2324	655
1170	2326	653
1171	2328	651
1172	2330	649
1173	2332	647
1174	2334	645
1175	2336	643
1176	2338	641
1177	2339	639
1178	2341	637
1179	2343	635
1180	2345	633
1181	2347	631
1182	2349	629
1183	2351	627
1184	2353	625
1185	2355	623
1186	2357	621
1187	2359	619
1188	2361	617
1189	2363	615
1190	2365	613
1191	2367	611
1192	2369	609
1193	2371	607
1194	2373	605
1195	2375	603
1196	2377	601
1197	2379	599
1198	2381	597
1199	2383	595
1200	2385	593
1201	2387	592
1202	2389	589
1203	2391	587
1204	2393	585
1205	2395	584
1206	2397	582
1207	2399	580
1208	2401	578
1209	2403	576
1210	2405	574
1211	2407	572
1212	2409	570
1213	2411	568
1214	2413	566
1215	2415	564
1216	2417	562
1217	2419	560
1218	2421	558
1219	2423	556
1220	2425	554
1221	2427	552
1222	2429	550
1223	2431	548
1224	2433	546
1225	2434	544
1226	2436	542
1227	2438	540
1228	2440	538
1229	2442	536
1230	2444	534
1231	2446	532
1232	2448	530
1233	2450	528
1234	2452	526
1235	2454	524
1236	2456	522
1237	2458	520
1238	2460	518
1239	2462	516
1240	2464	514
1241	2465	512
1242	2467	510
1243	2469	508
1244	2471	506
1245	2473	504
1246	2475	502
1247	2477	500
1248	2480	498
1249	2481	496
1250	2483	494
1251	2486	492
1252	2488	490
1253	2490	488
1254	2492	486
1255	2494	484
1256	2496	482
1257	2498	480
1258	2499	478
1259	2501	476
1260	2503	474
1261	2505	472
1262	2507	470
1263	2509	468
1264	2511	466
1265	2513	464
1266	2514	462
1267	2517	460
1268	2519	458
1269	2521	456
1270	2523	454
1271	2525	452
1272	2527	450
1273	2529	448
1274	2531	446
1275	2533	444
1276	2535	442
1277	2538	440
1278	2540	438
1279	2542	436
1280	2544	434
1281	2546	432
1282	2547	430
1283	2550	429
1284	2552	427
1285	2554	425
1286	2556	423
1287	2558	421
1288	2560	419
1289	2562	417
1290	2563	415
1291	2565	413
1292	2567	411
1293	2569	409
1294	2571	407
1295	2573	405
1296	2575	403
1297	2577	401
1298	2579	399
1299	2581	397
1300	2584	395
1301	2586	393
1302	2588	391
1303	2590	389
1304	2592	387
1305	2594	385
1306	2596	383
1307	2598	381
1308	2599	379
1309	2602	377
1310	2603	375
1311	2606	373
1312	2608	371
1313	2610	369
1314	2612	367
1315	2614	365
1316	2616	363
1317	2618	361
1318	2620	359
1319	2622	357
1320	2624	355
1321	2626	353
1322	2628	351
1323	2630	349
1324	2632	347
1325	2634	345
1326	2636	343
1327	2638	341
1328	2640	339
1329	2641	337
1330	2643	335
1331	2645	333
1332	2647	331
1333	2649	329
1334	2651	327
1335	2653	325
1336	2655	323
1337	2657	321
1338	2660	319
1339	2662	317
1340	2664	315
1341	2666	313
1342	2668	311
1343	2669	309
1344	2671	307
1345	2673	305
1346	2675	303
1347	2677	301
1348	2680	299
1349	2682	298
1350	2684	296
1351	2686	294
1352	2688	292
1353	2690	290
1354	2693	288
1355	2695	286
1356	2697	284
1357	2699	282
1358	2701	280
1359	2704	278
1360	2706	276
1361	2708	274
1362	2710	272
1363	2712	270
1364	2714	268
1365	2716	266
1366	2718	264
1367	2720	262
1368	2722	260
1369	2724	258
1370	2726	256
1371	2728	254
1372	2730	252
1373	2732	250
1374	2734	248
1375	2736	246
1376	2738	244
1377	2740	242
1378	2742	240
1379	2744	238
1380	2747	236
1381	2748	234
1382	2750	232
1383	2752	230
1384	2754	228
1385	2756	226
1386	2759	224
1387	2761	222
1388	2763	220
1389	2765	218
1390	2767	216
1391	2769	214
1392	2771	212
1393	2773	210
1394	2775	208
1395	2777	206
1396	2779	204
1397	2781	202
1398	2783	200
1399	2785	198
1400	2788	197
1401	2789	195
1402	2791	193
1403	2793	191
1404	2795	189
1405	2797	187
1406	2800	185
1407	2802	183
1408	2804	181
1409	2806	179
1410	2808	177
1411	2810	175
1412	2812	173
1413	2814	171
1414	2816	169
1415	2818	167
1416	2820	165
1417	2822	163
1418	2824	161
1419	2826	159
1420	2828	157
1421	2830	155
1422	2832	153
1423	2834	151
1424	2836	149
1425	2838	147
1426	2840	145
1427	2842	143
1428	2844	141
1429	2846	139
1430	2848	137
1431	2850	135
1432	2852	133
1433	2853	131
1434	2855	129
1435	2858	127
1436	2860	125
1437	2862	123
1438	2864	121
1439	2866	119
1440	2868	117
1441	2870	115
1442	2872	113
1443	2874	111
1444	2876	109
1445	2878	107
1446	2880	105
1447	2882	103
1448	2884	101
1449	2886	99
1450	2888	97
1451	2890	95
1452	2892	93
1453	2894	91
1454	2896	89
1455	2898	87
1456	2899	85
1457	2901	83
1458	2903	81
1459	2905	79
1460	2907	77
1461	2909	75
1462	2911	73
1463	2913	71
1464	2915	69
1465	2917	67
1466	2919	65
1467	2921	63
1468	2923	61
1469	2924	59
1470	2926	57
1471	2928	55
1472	2930	53
1473	2932	51
1474	2934	49
1475	2936	47
1476	2938	45
1477	2940	43
1478	2942	41
1479	2944	39
1480	2946	37
1481	2948	35
1482	2950	33
1483	2952	31
1484	2954	29
1485	2956	27
1486	2958	25
1487	2960	23
1488	2962	21
1489	2964	19
1490	2966	17
1491	2968	15
1492	2969	13
1493	2971	11
1494	2973	9
1495	2975	7
1496	2977	5
1497	2979	3
1498	2982	1
1499	2984	0
