iter	RMSE
239	130.2123158
240	130.1316239
241	129.9253185
242	129.6029859
243	129.482271
244	129.3445935
245	129.1332241
246	128.8692648
247	128.6013628
248	128.5155206
249	128.4362602
250	128.1944469
251	127.9464069
252	127.6871964
253	127.4490171
254	127.299654
255	127.2825772
256	127.1616528
257	127.0428326
258	126.8820697
259	126.7557761
260	126.520318
261	126.351517
262	126.2240588
263	125.9501306
264	125.9385416
265	125.7619607
266	125.5777839
267	125.5641562
268	125.4185924
269	125.1420836
270	125.0195725
271	124.7939859
272	124.584043
273	124.380032
274	124.2380345
275	123.9108568
276	123.8590992
277	123.6544123
278	123.4414141
279	123.3185608
280	123.2573794
281	123.2422216
282	123.0358248
283	122.8277766
284	122.5867119
285	122.5017671
286	122.2999992
287	122.1738633
288	122.0581614
289	121.8497799
290	121.7603908
291	121.7466844
292	121.614898
293	121.512879
294	121.2843788
295	121.0859308
296	120.9426377
297	120.8251689
298	120.6925258
299	120.5774313
300	120.4739501
301	120.3986074
302	120.268844
303	120.1484871
304	120.1001417
305	119.9547379
306	119.8204645
307	119.8072763
308	119.7365191
309	119.7149279
310	119.5738659
311	119.3452342
312	119.1346268
313	118.9871239
314	118.8936641
315	118.6955818
316	118.6212476
317	118.4370513
318	118.23924
319	117.979365
320	117.8104713
321	117.6958915
322	117.5321342
323	117.5185297
324	117.4245993
325	117.4023284
326	117.2877922
327	117.2061266
328	117.1344293
329	117.0148343
330	117.0020464
331	116.9893357
332	116.8812151
333	116.8303261
334	116.8178798
335	116.8065526
336	116.7011565
337	116.5790273
338	116.4219458
339	116.4091338
340	116.244985
341	116.2315235
342	116.2200568
343	116.104487
344	116.09304
345	115.9342219
346	115.8324725
347	115.8204981
348	115.8000849
349	115.7021322
350	115.6931543
351	115.5546297
352	115.5157504
353	115.4115932
354	115.2394774
355	115.2286065
356	115.1351754
357	114.9284695
358	114.9176512
359	114.9067909
360	114.8953203
361	114.8848871
362	114.8098835
363	114.6371679
364	114.5269679
365	114.515885
366	114.4098861
367	114.3976524
368	114.2897008
369	114.1977491
370	114.1884985
371	114.1767257
372	114.1676
373	114.1573369
374	114.1474228
375	114.1374138
376	113.9842931
377	113.9737768
378	113.9638421
379	113.953712
380	113.9440681
381	113.8445719
382	113.8355514
383	113.8262667
384	113.6317426
385	113.5463753
386	113.4630927
387	113.4550824
388	113.358324
389	113.2415604
390	113.2243656
391	113.0516104
392	112.9673881
393	112.7980118
394	112.7899183
395	112.7810085
396	112.616003
397	112.6078262
398	112.5991211
399	112.5223522
400	112.5146352
401	112.506708
402	112.3981556
403	112.2347019
404	112.1437999
405	112.1360576
406	112.046213
407	112.0385636
408	112.0303014
409	111.9216248
410	111.9142697
411	111.8269827
412	111.8196053
413	111.7297549
414	111.6841183
415	111.5660705
416	111.4636124
417	111.3997569
418	111.3924993
419	111.2944326
420	111.2858412
421	111.2788591
422	111.2719073
423	111.2650093
424	111.1900859
425	111.1833395
426	111.0372873
427	110.9403289
428	110.8523119
429	110.8456068
430	110.7039584
431	110.6272167
432	110.6206758
433	110.5228854
434	110.38417
435	110.3028104
436	110.296311
437	110.2898626
438	110.2834836
439	110.280148
440	110.2738722
441	110.1379506
442	110.0437335
443	110.0404313
444	109.9660582
445	109.8906763
446	109.8873289
447	109.8811837
448	109.8751056
449	109.8690972
450	109.8662516
451	109.8603129
452	109.7703689
453	109.7671232
454	109.7612867
455	109.7581747
456	109.7550948
457	109.7493326
458	109.7463134
459	109.7433357
460	109.6943462
461	109.6242951
462	109.5695601
463	109.5639772
464	109.5610271
465	109.5150327
466	109.3806271
467	109.3777287
468	109.3722532
469	109.3696823
470	109.3642547
471	109.2130283
472	109.2100882
473	109.1724166
474	109.1670985
475	109.1642737
476	109.1614235
477	109.0153204
478	108.9381825
479	108.9353345
480	108.932609
481	108.9213007
482	108.8039954
483	108.7533027
484	108.6528684
485	108.6501777
486	108.6076112
487	108.5340622
488	108.5314086
489	108.5263431
490	108.4908972
491	108.4882845
492	108.4833065
493	108.4807345
494	108.4176257
495	108.4127325
496	108.4078947
497	108.405357
498	108.3448035
499	108.3400201
500	108.3375156
501	108.3350461
502	108.2400378
503	108.1700475
504	108.1653871
505	108.130653
506	108.1282312
507	108.1236278
508	108.0321631
509	108.0297733
510	107.9459124
511	107.9435529
512	107.8183674
513	107.6950803
514	107.6905354
515	107.6513344
516	107.6468785
517	107.6445527
518	107.5997044
519	107.5974065
520	107.5951381
521	107.5907212
522	107.5887175
523	107.5843375
524	107.5823574
525	107.578029
526	107.5760717
527	107.5741365
528	107.5698731
529	107.4481166
530	107.3570275
531	107.3530111
532	107.286155
533	107.2821789
534	107.2800377
535	107.2761034
536	107.1472139
537	107.1453157
538	107.0369048
539	107.0350254
540	106.9985364
541	106.9966768
542	106.9948377
543	106.9910169
544	106.9891981
545	106.9224361
546	106.9186768
547	106.9168777
548	106.9150986
549	106.8213432
550	106.8195817
551	106.8077039
552	106.7640036
553	106.7603058
554	106.758558
555	106.756832
556	106.7454554
557	106.7418315
558	106.665608
559	106.663891
560	106.6602973
561	106.6567418
562	106.5796484
563	106.5779544
564	106.5762753
565	106.5727866
566	106.5711296
567	106.5676775
568	106.5660383
569	106.5644174
570	106.5309501
571	106.4282986
572	106.3430193
573	106.3414066
574	106.2737941
575	106.272201
576	106.2404785
577	106.2389017
578	106.2285359
579	106.1688424
580	106.1047693
581	106.0621464
582	105.9476817
583	105.9461195
584	105.9046839
585	105.9031359
586	105.9016058
587	105.8983579
588	105.8968443
589	105.8936586
590	105.8360161
591	105.7782025
592	105.7767046
593	105.664593
594	105.6614591
595	105.6046134
596	105.601522
597	105.5157052
598	105.4315003
599	105.4219904
600	105.3412213
601	105.2449571
602	105.2274367
603	105.1342864
604	105.0561273
605	104.9802863
606	104.9060132
607	104.8345892
608	104.7414231
609	104.6715243
610	104.6036873
611	104.5126709
612	104.4309533
613	104.3874811
614	104.3386595
615	104.2757425
616	104.2101892
617	104.172272
618	104.1086732
619	104.060997
620	103.9795725
621	103.9188836
622	103.8724783
623	103.7795413
624	103.7390556
625	103.6821159
626	103.6358709
627	103.5880989
628	103.5106077
629	103.4657679
630	103.3907029
631	103.3010243
632	103.2458871
633	103.2283773
634	103.1946633
635	103.1531983
636	103.1096159
637	103.0549054
638	103.0279216
639	102.9902236
640	102.9637911
641	102.9469747
642	102.8955625
643	102.8799791
644	102.8681552
645	102.8296181
646	102.7918183
647	102.6943554
648	102.669328
649	102.6267319
650	102.5869028
651	102.5152949
652	102.4999577
653	102.4850808
654	102.4706436
655	102.4262045
656	102.3545471
657	102.3350678
658	102.3211825
659	102.2776724
660	102.2477864
661	102.167488
662	102.1311975
663	102.0955044
664	102.0433801
665	101.9572943
666	101.9156604
667	101.843089
668	101.8147711
669	101.779958
670	101.7164872
671	101.6255322
672	101.5855326
673	101.5511232
674	101.5174135
675	101.4476158
676	101.4344122
677	101.4014484
678	101.3331821
679	101.2940658
680	101.2599143
681	101.2277441
682	101.1895394
683	101.1217675
684	101.0351361
685	101.0225175
686	100.9805423
687	100.9423521
688	100.8589438
689	100.8489077
690	100.8116842
691	100.8018659
692	100.7374136
693	100.7049738
694	100.6722891
695	100.6411815
696	100.6236832
697	100.5811005
698	100.5446287
699	100.5087483
700	100.4739576
701	100.4342783
702	100.4028517
703	100.3690226
704	100.3386738
705	100.3086959
706	100.2463121
707	100.234565
708	100.1580366
709	100.0614255
710	100.0322106
711	100.0228172
712	100.0136264
713	100.0043711
714	99.99554833
715	99.92646408
716	99.88075026
717	99.87221018
718	99.84331314
719	99.83490748
720	99.82670744
721	99.77459242
722	99.67549229
723	99.64755103
724	99.63960942
725	99.56288599
726	99.5387161
727	99.49644975
728	99.47325789
729	99.42675252
730	99.39838161
731	99.35821907
732	99.29670932
733	99.2704964
734	99.26279782
735	99.22510434
736	99.16651729
737	99.14482958
738	99.10533114
739	99.0523121
740	99.04467214
741	99.03721721
742	98.98182918
743	98.97451917
744	98.93723241
745	98.91006539
746	98.90289266
747	98.82977209
748	98.76650096
749	98.71912426
750	98.68018321
751	98.63585516
752	98.54155168
753	98.49878312
754	98.47205231
755	98.37569376
756	98.33887377
757	98.29817706
758	98.24254591
759	98.21343632
760	98.14562598
761	98.09004296
762	98.05502945
763	98.02613636
764	97.96944803
765	97.94413352
766	97.89173776
767	97.82569181
768	97.76666049
769	97.72776602
770	97.69980221
771	97.64696278
772	97.62220164
773	97.57493674
774	97.5374457
775	97.49485286
776	97.47041768
777	97.4185799
778	97.39114509
779	97.36442766
780	97.33114271
781	97.28931479
782	97.25342576
783	97.2170349
784	97.19336165
785	97.15462067
786	97.1286068
787	97.09516629
788	97.00584946
789	96.95604447
790	96.92066745
791	96.89150357
792	96.80303698
793	96.77893625
794	96.75321839
795	96.67361434
796	96.61431449
797	96.57300486
798	96.55009998
799	96.51825826
800	96.48677355
801	96.45856782
802	96.42421149
803	96.37365569
804	96.35106985
805	96.28966876
806	96.26304512
807	96.21579337
808	96.15526118
809	96.12735795
810	96.09990631
811	96.03418782
812	96.0098089
813	95.94602113
814	95.89956749
815	95.86529647
816	95.83944702
817	95.78621722
818	95.75226643
819	95.68994556
820	95.61736743
821	95.58257724
822	95.52238712
823	95.47814547
824	95.43374837
825	95.40719128
826	95.38228408
827	95.34320634
828	95.31921152
829	95.29005013
830	95.24657255
831	95.2083749
832	95.16587748
833	95.11398643
834	95.07265747
835	95.02353639
836	94.98316258
837	94.95730826
838	94.92690646
839	94.87478389
840	94.84294599
841	94.80341934
842	94.77817181
843	94.7281457
844	94.65542523
845	94.61678977
846	94.59657493
847	94.57168543
848	94.53400477
849	94.51421939
850	94.4947255
851	94.4382376
852	94.4018923
853	94.36961672
854	94.32328483
855	94.30418326
856	94.23805808
857	94.20825074
858	94.17287666
859	94.14861335
860	94.1058874
861	94.0549827
862	94.01449812
863	93.96067189
864	93.93714102
865	93.89101596
866	93.82231871
867	93.78311908
868	93.72491663
869	93.70232571
870	93.66227832
871	93.63935626
872	93.59271996
873	93.55029648
874	93.51640179
875	93.4832101
876	93.4651361
877	93.42745412
878	93.40963454
879	93.36480669
880	93.33523737
881	93.30181917
882	93.25412885
883	93.22188762
884	93.17720476
885	93.14527097
886	93.08877162
887	93.06979522
888	93.02867671
889	92.99713838
890	92.96072659
891	92.9301287
892	92.88733839
893	92.8419853
894	92.81197817
895	92.79106198
896	92.73849024
897	92.70750418
898	92.66999276
899	92.62300805
900	92.55972094
901	92.51772297
902	92.49029044
903	92.44685846
904	92.40915566
905	92.36884094
906	92.34391196
907	92.3181134
908	92.28801085
909	92.26151169
910	92.2353088
911	92.19919432
912	92.17386588
913	92.14796633
914	92.11816889
915	92.09591084
916	92.04351378
917	92.01957015
918	91.97754949
919	91.93511708
920	91.91823556
921	91.89363251
922	91.87702172
923	91.85554691
924	91.82367062
925	91.78086581
926	91.71310641
927	91.69470372
928	91.66557985
929	91.64004382
930	91.61479229
931	91.60113414
932	91.58481733
933	91.55862458
934	91.53088064
935	91.48703602
936	91.46206133
937	91.42920196
938	91.38730663
939	91.35982029
940	91.34669941
941	91.30649135
942	91.26677868
943	91.2418359
944	91.21596249
945	91.17852676
946	91.15164382
947	91.11311436
948	91.03287065
949	90.99498578
950	90.95830801
951	90.93821891
952	90.91596423
953	90.90331895
954	90.83965198
955	90.81563688
956	90.76253001
957	90.72954925
958	90.70398353
959	90.67550809
960	90.65114111
961	90.62306991
962	90.58816434
963	90.52349282
964	90.50622462
965	90.47538833
966	90.43230476
967	90.41602271
968	90.37934006
969	90.35948867
970	90.33792898
971	90.30823969
972	90.28080387
973	90.25223204
974	90.22088512
975	90.19317179
976	90.17359814
977	90.15443039
978	90.12909043
979	90.09871177
980	90.08015185
981	90.03598469
982	89.96719453
983	89.93743905
984	89.91055667
985	89.87118253
986	89.83108984
987	89.78629648
988	89.76285087
989	89.7441717
990	89.72899957
991	89.68499845
992	89.66676008
993	89.64698136
994	89.62805353
995	89.59191066
996	89.57362074
997	89.55460488
998	89.4968784
999	89.46258985
1000	89.412776
1001	89.3948471
1002	89.38606673
1003	89.35974026
1004	89.33665577
1005	89.3080835
1006	89.28050587
1007	89.24588825
1008	89.22818004
1009	89.17831491
1010	89.16087527
1011	89.11461116
1012	89.09166923
1013	89.05884008
1014	89.01432185
1015	88.96651576
1016	88.92694931
1017	88.90520961
1018	88.88818921
1019	88.86567418
1020	88.84416528
1021	88.80860949
1022	88.77023457
1023	88.73458253
1024	88.71892411
1025	88.69759036
1026	88.67003493
1027	88.63412582
1028	88.61616127
1029	88.58166717
1030	88.54273577
1031	88.54186926
1032	88.50699553
1033	88.47822295
1034	88.45953632
1035	88.44210894
1036	88.41402568
1037	88.39215777
1038	88.35543874
1039	88.31775155
1040	88.29233067
1041	88.26447018
1042	88.24490302
1043	88.21781297
1044	88.20743752
1045	88.20660558
1046	88.19394231
1047	88.17690828
1048	88.14469861
1049	88.1267033
1050	88.10521559
1051	88.05555945
1052	88.03585285
1053	88.00077355
1054	87.98417475
1055	87.96785557
1056	87.9529699
1057	87.92409945
1058	87.88988512
1059	87.8618483
1060	87.81652596
1061	87.79715341
1062	87.78536663
1063	87.74191189
1064	87.72667957
1065	87.71164651
1066	87.68482273
1067	87.65188836
1068	87.6304228
1069	87.62655092
1070	87.62218334
1071	87.59725342
1072	87.58166224
1073	87.5560512
1074	87.54447286
1075	87.51739916
1076	87.50776064
1077	87.49111377
1078	87.44093892
1079	87.42675277
1080	87.4114897
1081	87.38713568
1082	87.35432395
1083	87.33559785
1084	87.31177144
1085	87.30793564
1086	87.28091187
1087	87.24801846
1088	87.22973346
1089	87.20409779
1090	87.17164873
1091	87.12690383
1092	87.09525622
1093	87.07051712
1094	87.03309209
1095	87.00233976
1096	86.99152483
1097	86.95800439
1098	86.93381918
1099	86.89090496
1100	86.86680548
1101	86.86603952
1102	86.84829311
1103	86.82849312
1104	86.81502637
1105	86.76968045
1106	86.75214125
1107	86.74256823
1108	86.71929183
1109	86.69597058
1110	86.66536143
1111	86.64900997
1112	86.60674954
1113	86.58746989
1114	86.57082681
1115	86.55557034
1116	86.53235348
1117	86.49193418
1118	86.48817244
1119	86.45897546
1120	86.4413026
1121	86.42675444
1122	86.42358002
1123	86.40431223
1124	86.37082822
1125	86.34111509
1126	86.323668
1127	86.27908958
1128	86.25513231
1129	86.21310649
1130	86.17854364
1131	86.16556271
1132	86.14860259
1133	86.13003688
1134	86.10597678
1135	86.08725847
1136	86.06099805
1137	86.01749266
1138	86.00213893
1139	85.99888952
1140	85.98014555
1141	85.96373158
1142	85.94744277
1143	85.91223273
1144	85.89839916
1145	85.87774071
1146	85.83479604
1147	85.80127737
1148	85.78671344
1149	85.76437176
1150	85.75074393
1151	85.7356579
1152	85.7327397
1153	85.70967714
1154	85.69626692
1155	85.68307672
1156	85.67429282
1157	85.65628883
1158	85.64689294
1159	85.62573924
1160	85.5932845
1161	85.56481601
1162	85.54840058
1163	85.52143521
1164	85.48920331
1165	85.45549028
1166	85.42351131
1167	85.40361729
1168	85.38382057
1169	85.36602243
1170	85.36534787
1171	85.36468084
1172	85.32977039
1173	85.31122128
1174	85.29376021
1175	85.29309364
1176	85.27630695
1177	85.24529245
1178	85.23340413
1179	85.19316789
1180	85.16200491
1181	85.15929847
1182	85.11593585
1183	85.09370189
1184	85.06419013
1185	85.05098965
1186	85.03055194
1187	85.01390695
1188	84.98536466
1189	84.96458818
1190	84.9394655
1191	84.92791231
1192	84.91664652
1193	84.91601985
1194	84.90503953
1195	84.86500969
1196	84.83343635
1197	84.82264879
1198	84.81212649
1199	84.79526416
1200	84.78496348
1201	84.77491448
1202	84.76511006
1203	84.76450878
1204	84.74765517
1205	84.73809783
1206	84.67517221
1207	84.62502126
1208	84.59761271
1209	84.58114779
1210	84.56000665
1211	84.53371205
1212	84.48539605
1213	84.46911175
1214	84.44904329
1215	84.43172587
1216	84.42246724
1217	84.39771298
1218	84.344503
1219	84.3439287
1220	84.32056656
1221	84.27379589
1222	84.25439011
1223	84.23547662
1224	84.20897301
1225	84.20843279
1226	84.19641211
1227	84.18168448
1228	84.16581086
1229	84.16526448
1230	84.16471832
1231	84.13982523
1232	84.10664197
1233	84.07051515
1234	84.03920685
1235	84.01910964
1236	84.00342643
1237	83.98911828
1238	83.97374018
1239	83.94264036
1240	83.92930271
1241	83.9176704
1242	83.87786639
1243	83.86639049
1244	83.83953284
1245	83.81434446
1246	83.79795312
1247	83.76762074
1248	83.73723813
1249	83.7081281
1250	83.68972908
1251	83.65807263
1252	83.63951951
1253	83.61088886
1254	83.59789445
1255	83.5439013
1256	83.50035774
1257	83.4773107
1258	83.45787559
1259	83.41521999
1260	83.39600605
1261	83.37622973
1262	83.36128263
1263	83.33285577
1264	83.31684794
1265	83.29931726
1266	83.28073236
1267	83.25862881
1268	83.21505349
1269	83.19709303
1270	83.18252071
1271	83.14495704
1272	83.11429428
1273	83.06271374
1274	83.05014153
1275	83.03259724
1276	83.00922843
1277	82.99216588
1278	82.96844516
1279	82.94377539
1280	82.92600254
1281	82.89000077
1282	82.8758763
1283	82.85484701
1284	82.85085025
1285	82.83066701
1286	82.80751083
1287	82.79038411
1288	82.76657635
1289	82.73214342
1290	82.71879274
1291	82.68973677
1292	82.66012653
1293	82.63761389
1294	82.62119667
1295	82.59768818
1296	82.57715708
1297	82.54930418
1298	82.52567889
1299	82.49880331
1300	82.4782118
1301	82.45851053
1302	82.437336
1303	82.41543435
1304	82.39594972
1305	82.37335994
1306	82.35404969
1307	82.33731834
1308	82.29503789
1309	82.28193264
1310	82.25725104
1311	82.23452252
1312	82.22248704
1313	82.20245976
1314	82.19093954
1315	82.17118478
1316	82.1292719
1317	82.11754914
1318	82.08911238
1319	82.04190777
1320	82.02555288
1321	81.99468504
1322	81.98485559
1323	81.96353126
1324	81.92859882
1325	81.92806567
1326	81.90929667
1327	81.90142586
1328	81.87924212
1329	81.85508237
1330	81.84080101
1331	81.80855762
1332	81.76276541
1333	81.75035458
1334	81.73495555
1335	81.71203975
1336	81.70357328
1337	81.68089021
1338	81.6560521
1339	81.63852359
1340	81.61170908
1341	81.59617032
1342	81.57778342
1343	81.56074409
1344	81.53957167
1345	81.52004365
1346	81.49855265
1347	81.48511365
1348	81.46715362
1349	81.43566851
1350	81.41922361
1351	81.39593924
1352	81.36874179
1353	81.35300788
1354	81.33999741
1355	81.33050857
1356	81.32102934
1357	81.32055491
1358	81.30151945
1359	81.28289013
1360	81.26261754
1361	81.25341537
1362	81.23436425
1363	81.20975615
1364	81.19728847
1365	81.17611144
1366	81.15568488
1367	81.13556615
1368	81.11041464
1369	81.09834079
1370	81.08089345
1371	81.06372602
1372	81.04564023
1373	81.03086716
1374	81.01255767
1375	80.98954175
1376	80.97387639
1377	80.94890057
1378	80.92335381
1379	80.90938524
1380	80.8874341
1381	80.86010786
1382	80.82026762
1383	80.81980929
1384	80.81935595
1385	80.80408942
1386	80.78847244
1387	80.77971527
1388	80.76004507
1389	80.75960035
1390	80.72129689
1391	80.71275038
1392	80.70439055
1393	80.66692502
1394	80.64063874
1395	80.63258623
1396	80.61734385
1397	80.59649746
1398	80.55996438
1399	80.53887837
1400	80.52329762
1401	80.50772952
1402	80.47812041
1403	80.46013117
1404	80.44041697
1405	80.42239836
1406	80.40034354
1407	80.38281969
1408	80.35893691
1409	80.34745735
1410	80.33339727
1411	80.32240837
1412	80.29852402
1413	80.28361477
1414	80.26050972
1415	80.21815908
1416	80.18522234
1417	80.16860411
1418	80.16432707
1419	80.16385738
1420	80.15969916
1421	80.13644839
1422	80.13234143
1423	80.12162677
1424	80.09951405
1425	80.09551967
1426	80.06983442
1427	80.04992411
1428	80.03626859
1429	80.01448787
1430	80.00458482
1431	79.98731587
1432	79.97449005
1433	79.95191069
1434	79.93368509
1435	79.88798679
1436	79.88423215
1437	79.86944624
1438	79.85482694
1439	79.85275666
1440	79.82823274
1441	79.79099071
1442	79.77948922
1443	79.77584223
1444	79.75413954
1445	79.75371543
1446	79.73671607
1447	79.73318512
1448	79.72243188
1449	79.72201627
1450	79.71857418
1451	79.71522339
1452	79.71481954
1453	79.71442073
1454	79.70703383
1455	79.70664456
1456	79.70626015
1457	79.69725501
1458	79.68308116
1459	79.66882737
1460	79.64160348
1461	79.61865212
1462	79.60496683
1463	79.59270899
1464	79.58272073
1465	79.5798904
1466	79.5669869
1467	79.54358794
1468	79.54321282
1469	79.53668784
1470	79.51461162
1471	79.50743036
1472	79.50706569
1473	79.46183463
1474	79.46147422
1475	79.44957358
1476	79.44921819
1477	79.4488672
1478	79.435098
1479	79.41636859
1480	79.40334315
1481	79.39463988
1482	79.39429056
1483	79.39394555
1484	79.38694477
1485	79.37638375
1486	79.36911835
1487	79.35083601
1488	79.32781902
1489	79.30151987
1490	79.29322411
1491	79.2799375
1492	79.26208108
1493	79.26174105
1494	79.24595608
1495	79.2034909
1496	79.19042621
1497	79.17691001
1498	79.17015019
1499	79.1547695
